@relation SENTENCE_DISREL
  @attribute sentence-length         numeric         % length of the sentence
  @attribute distance-arg1-arg2      numeric         % distance between arg1 and arg2
  @attribute overlap-sen-disrel      numeric         % word overlap between sentence and disrel-lexical-cue-seeds
  @attribute entailment-sen-seeds    numeric         % word entailment for sentence and disrel-lexical-cue-seeds
  @attribute entailment-root-seeds   numeric         % word entailment for root-string and disrel-lexiccal-cue-seeds
  @attribute 0  {"appos(_1, _2)","nn(_2, _1)","dobj(_1, _2)","nsubj(_1, _2)","nn(_1, _2)",null,"vmod(_1, _2)","conj(_2, _1)","nsubj(_2, _1)"}    % 0
  @attribute 1  {"mark(_3, _1), nsubj(_3, _2)","nsubj(_3, _1), conj(_3, _2)","nsubj(_3, _1), nn(_3, _2)","vmod(_1, _3), dobj(_3, _2)","vmod(_1, _3), acomp(_3, _2)","conj(_3, _1), conj(_3, _2)","nn(_3, _1), nsubj(_2, _3)","nsubj(_3, _1), det(_3, _2)","rcmod(_1, _3), dobj(_3, _2)","nsubj(_3, _1), poss(_3, _2)","nsubj(_3, _1), xcomp(_3, _2)","dep(_3, _1), nsubj(_3, _2)","prep(_1, _3), pobj(_3, _2)","nsubj(_3, _1), dobj(_3, _2)","dobj(_3, _1), vmod(_2, _3)","nsubjpass(_3, _1), dobj(_3, _2)","advcl(_1, _3), dobj(_3, _2)","nsubj(_3, _1), tmod(_3, _2)","nsubjpass(_3, _1), prep(_3, _2)","nsubj(_3, _1), appos(_3, _2)",null,"det(_1, _3)","nsubj(_3, _1), ccomp(_3, _2)","prep(_1, _3), pcomp(_3, _2)","nsubj(_3, _1), rcmod(_3, _2)","nsubj(_3, _1), prep(_3, _2)","nsubjpass(_3, _1), tmod(_3, _2)","nn(_3, _1), conj(_3, _2)","nsubjpass(_3, _1), xcomp(_3, _2)","nsubj(_3, _1)","pobj(_3, _1), prep(_2, _3)","conj(_3, _1), amod(_3, _2)","nsubj(_3, _1), vmod(_3, _2)","nsubj(_3, _1), advcl(_3, _2)","dobj(_3, _1), nsubj(_3, _2)","nn(_3, _1)","dobj(_3, _1), conj(_3, _2)","nn(_3, _1), appos(_3, _2)"}    % 1
  @attribute 2  {"rcmod(_1, _3), pobj(_4, _2), prep(_3, _4)","nsubj(_3, _1), det(_4, _2), xcomp(_3, _4)","nsubj(_3, _1), nn(_4, _2), dobj(_3, _4)","nsubj(_3, _1), det(_4, _2), dobj(_3, _4)","pobj(_3, _1), aux(_2, _4), prep(_4, _3)","mark(_3, _1), pobj(_4, _2), prep(_3, _4)","pobj(_3, _1), det(_4, _2), prep(_4, _3)","vmod(_1, _3), amod(_4, _2), dobj(_3, _4)","nn(_3, _1), pobj(_4, _2), prep(_3, _4)","nsubj(_3, _1), dobj(_4, _2), conj(_4, _3)","nn(_3, _1), dobj(_4, _2), nsubj(_4, _3)","conj(_3, _1), dobj(_4, _2), nsubj(_4, _3)","pobj(_3, _1), dobj(_4, _2), prep(_4, _3)","appos(_1, _3), pobj(_4, _2), prep(_3, _4)","nsubj(_3, _1), poss(_4, _2), dobj(_3, _4)","nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)","nsubj(_3, _1), dobj(_4, _2), parataxis(_4, _3)","nsubj(_3, _1), dobj(_4, _2), rcmod(_3, _4)","nsubj(_3, _1), dobj(_4, _2), advcl(_3, _4)","det(_3, _1), tmod(_4, _2), nsubjpass(_4, _3)","prep(_3, _1), ccomp(_4, _2), nsubj(_4, _3)","amod(_3, _1), dobj(_4, _2), vmod(_3, _4)","nsubj(_3, _1), amod(_4, _2), dobj(_3, _4)","dobj(_3, _1), tmod(_4, _2), advcl(_3, _4)","dobj(_3, _1), ccomp(_4, _2), ccomp(_4, _3)","nsubj(_3, _1), nsubj(_4, _2), rcmod(_4, _3)","nsubj(_3, _1), dobj(_4, _2), aux(_3, _4)","nsubj(_3, _1), dobj(_4, _2), ccomp(_3, _4)","nsubj(_3, _1), nsubj(_4, _2), punct(_3, _4)","conj(_3, _1), xcomp(_4, _2), dep(_3, _4)","amod(_3, _1), conj(_4, _2), nsubj(_4, _3)","prep(_1, _3), det(_4, _2), pobj(_3, _4)","nsubjpass(_3, _1), dobj(_4, _2), ccomp(_3, _4)","nsubj(_3, _1), conj(_4, _2), advcl(_3, _4)","dobj(_3, _1), ccomp(_4, _2), advcl(_4, _3)",null,"det(_3, _1), nsubj(_4, _2), rcmod(_3, _4)","xcomp(_3, _1), ccomp(_4, _2), advcl(_4, _3)","conj(_3, _1), pobj(_4, _2), prep(_3, _4)","dobj(_1, _3), dobj(_4, _2), vmod(_3, _4)","amod(_3, _1), dobj(_4, _2), nsubj(_4, _3)","vmod(_1, _3), det(_4, _2), dobj(_3, _4)","pobj(_3, _1), conj(_2, _4), prep(_4, _3)","nsubjpass(_3, _1), nsubj(_4, _2), punct(_3, _4)","advcl(_1, _3), dobj(_4, _2), rcmod(_3, _4)","nsubj(_3, _1), predet(_4, _2), dobj(_3, _4)","conj(_3, _1), xcomp(_4, _2), nsubjpass(_4, _3)","prep(_3, _1), dobj(_4, _2), nsubj(_4, _3)","prep(_1, _3), dobj(_4, _2), pcomp(_3, _4)","nsubj(_3, _1), dobj(_4, _2), auxpass(_3, _4)","nn(_3, _1), prep(_4, _2), nsubj(_4, _3)","nsubj(_3, _1), nsubj(_4, _2), ccomp(_4, _3)","nsubj(_3, _1), dobj(_4, _2), parataxis(_3, _4)","nsubj(_3, _1), nsubjpass(_4, _2), advcl(_3, _4)","nsubj(_3, _1), tmod(_4, _2), advcl(_4, _3)","det(_3, _1), pobj(_4, _2), prep(_3, _4)","pobj(_3, _1), num(_4, _2), prep(_4, _3)","nsubj(_3, _1), dobj(_4, _2), conj(_3, _4)","cc(_3, _1), det(_4, _2), nsubj(_4, _3)","nsubjpass(_3, _1), det(_4, _2), xcomp(_3, _4)","nsubjpass(_3, _1), amod(_4, _2), dobj(_3, _4)","nsubjpass(_3, _1), dobj(_4, _2), xcomp(_3, _4)","nsubjpass(_3, _1), det(_4, _2), tmod(_3, _4)","nsubjpass(_3, _1), pobj(_4, _2), prep(_3, _4)","ccomp(_1, _3), dobj(_4, _2), xcomp(_3, _4)","pobj(_3, _1), nsubj(_4, _2), prep(_4, _3)","vmod(_1, _3), pobj(_4, _2), prep(_3, _4)","amod(_3, _1), appos(_4, _2), nsubj(_4, _3)","nsubj(_3, _1), nn(_4, _2), nsubj(_3, _4)","poss(_3, _1), dobj(_4, _2), nsubj(_4, _3)","dobj(_3, _1), pobj(_4, _2), prep(_3, _4)","nn(_3, _1), prep(_4, _2), nsubjpass(_4, _3)","nsubj(_3, _1), dobj(_4, _2), xcomp(_3, _4)","advcl(_3, _1), parataxis(_4, _2), advcl(_4, _3)","nsubjpass(_3, _1), dobj(_4, _2), conj(_4, _3)","nsubj(_3, _1), pcomp(_4, _2), prep(_3, _4)","det(_3, _1), dobj(_4, _2), nsubj(_4, _3)","nsubj(_3, _1), nsubj(_4, _2), ccomp(_3, _4)","nsubjpass(_3, _1), dobj(_4, _2), advcl(_4, _3)","nsubj(_3, _1), ccomp(_4, _2), conj(_3, _4)","nsubj(_3, _1), nsubj(_4, _2), conj(_3, _4)","dobj(_1, _3), pobj(_4, _2), prep(_3, _4)","advcl(_1, _3), nn(_4, _2), dobj(_3, _4)","dobj(_3, _1), dobj(_4, _2), conj(_3, _4)","det(_3, _1), ccomp(_4, _2), nsubj(_4, _3)"}    % 2
  @attribute 3  {0,1}    % 3
  @attribute 4  {0,1}    % 4
  @attribute 5  {0,1}    % 5
  @attribute class                   {1,0}           % MULTI-CLASS LABEL: describe the discourse relation in the sentence

@data
2.6390573296152584,1.791759469228055,1.0,0.524123536379151,0.0,null,"nsubj(_3, _1), xcomp(_3, _2)",null,0,1,0,0
2.8903717578961645,1.791759469228055,1.0,0.524123536379151,0.0,null,null,null,0,0,0,0
2.70805020110221,1.3862943611198906,1.0,0.7620617681895755,0.0,null,null,null,0,0,0,0
2.70805020110221,1.3862943611198906,1.0,0.7620617681895755,0.524123536379151,null,null,null,0,0,0,0
2.6390573296152584,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.1354942159291497,2.302585092994046,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)","nsubj(_3, _1), dobj(_4, _2), conj(_3, _4)",0,1,1,0
2.995732273553991,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,"det(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.5649493574615367,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,"det(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.1972245773362196,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.6888794541139363,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
2.833213344056216,0.6931471805599453,0.0,0.0035250108416359192,0.0,null,"dobj(_3, _1), nsubj(_3, _2)",null,0,1,0,0
2.772588722239781,2.0794415416798357,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), dobj(_4, _2), conj(_3, _4)",0,0,1,0
2.70805020110221,2.1972245773362196,0.0,0.0035250108416359192,0.0,null,"mark(_3, _1), nsubj(_3, _2)","det(_3, _1), nsubj(_4, _2), rcmod(_3, _4)",0,1,1,0
3.091042453358316,2.302585092994046,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)","nsubj(_3, _1), dobj(_4, _2), conj(_3, _4)",0,1,1,0
3.1354942159291497,1.0986122886681098,0.0,0.05287516262453878,0.0,"nsubj(_2, _1)",null,"det(_3, _1), dobj(_4, _2), nsubj(_4, _3)",1,0,1,0
2.5649493574615367,0.6931471805599453,0.0,0.0035250108416359192,0.0035250108416359192,"nsubj(_2, _1)",null,null,1,0,0,0
2.9444389791664403,1.0986122886681098,0.0,0.0035250108416359192,0.0035250108416359192,null,"nsubj(_3, _1), dobj(_3, _2)",null,0,1,0,0
3.7612001156935624,2.302585092994046,0.0,0.05593736447955103,0.0,null,null,"dobj(_3, _1), dobj(_4, _2), conj(_3, _4)",0,0,1,0
3.9512437185814275,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.4657359027997265,1.791759469228055,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.784189633918261,2.4849066497880004,0.0,0.0035250108416359192,0.0018444824171350738,null,null,null,0,0,0,0
2.1972245773362196,1.791759469228055,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
2.302585092994046,1.9459101490553132,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.367295829986474,2.3978952727983707,0.0,0.15862548787361636,0.0035250108416359192,"nsubj(_2, _1)",null,"det(_3, _1), ccomp(_4, _2), nsubj(_4, _3)",1,0,1,0
2.833213344056216,1.791759469228055,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.1354942159291497,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.5263605246161616,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)",null,0,1,0,0
2.9444389791664403,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)",null,0,1,0,0
2.4849066497880004,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), dobj(_4, _2), xcomp(_3, _4)",0,0,1,0
3.258096538021482,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
2.9444389791664403,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.4011973816621555,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,"nsubjpass(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.4011973816621555,1.9459101490553132,0.0,0.0035250108416359192,0.0,null,null,"nsubjpass(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.091042453358316,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,"rcmod(_1, _3), dobj(_3, _2)",null,0,1,0,0
3.367295829986474,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)","nsubj(_3, _1), dobj(_4, _2), conj(_4, _3)",0,1,1,0
2.995732273553991,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)",null,0,1,0,0
3.871201010907891,1.791759469228055,0.0,0.0035250108416359192,0.0,null,null,"nsubjpass(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.091042453358316,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,"nsubjpass(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.5553480614894135,2.70805020110221,0.0,0.0035250108416359192,0.0,null,null,"mark(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.995732273553991,2.5649493574615367,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)",null,0,1,0,0
3.1780538303479458,1.0986122886681098,0.0,0.0035250108416359192,0.0,null,"nsubj(_3, _1), dobj(_3, _2)","nsubjpass(_3, _1), dobj(_4, _2), conj(_4, _3)",0,1,1,0
3.1780538303479458,1.3862943611198906,0.0,0.47587646362084907,0.0,null,null,null,0,0,0,0
2.70805020110221,1.3862943611198906,1.0,0.47587646362084907,0.47587646362084907,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.4849066497880004,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.6109179126442243,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
3.4339872044851463,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
4.110873864173311,1.0986122886681098,0.0,0.024197108319704192,0.024197108319704192,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.995732273553991,1.791759469228055,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
2.5649493574615367,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.302585092994046,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.091042453358316,2.0794415416798357,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
3.2188758248682006,1.3862943611198906,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
2.833213344056216,1.6094379124341003,0.0,0.0035250108416359192,0.0,null,null,"rcmod(_1, _3), pobj(_4, _2), prep(_3, _4)",0,0,1,0
2.995732273553991,2.5649493574615367,0.0,0.0035250108416359192,0.0,null,null,"nsubj(_3, _1), dobj(_4, _2), conj(_3, _4)",0,0,1,0
3.258096538021482,2.3978952727983707,0.0,0.0035250108416359192,0.0,null,null,null,0,0,0,0
